#SampleID,physical_specimen_remaining,qiita_study_id,env_biome,env_feature,sample_type,longitude,latitude,description
10141.F.soil.T5.3.ReDay30,TRUE,10141,Temperate coniferous forest biome,agricultural soil,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
10156.2B5,TRUE,10156,freshwater biome,freshwater wetland,wetland soil,-76.8569278,42.9269583,wetland soil sample  2B5
990.KA1U.B.25,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841519,Block_1_Unfertilized_station_B_position_25 KA1U.B.25
11116.A30C103.1194540,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample U491A63
1684.HI20.58e.3,FALSE,1684,tropical and subtropical moist broadleaf forest biome,forest,Soil,-155.85,19.9,Soil
11116.L31A083.1198378,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I09A088
14989.soil.hip.CMU.16.03.2016.3.day9,FALSE,14989,dense settlement biome,research facility,soil,-108.55,39.08,11271.soil.hip.CMU.16.03.2016.3.day9
10278.T3.F2.20,FALSE,10278,flooded grassland biome,fen,peat,-4.294913,53.310738,peat.timepoint3.fen.20cm.control
1717.36L.low.fertilizer,TRUE,1717,cropland biome,agricultural feature,Soil,34.477,0.0936,Low fertilizer farm
11116.L14A088.1194261,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample U487A61
1721.BMC.7.5T.21.1,TRUE,1721,cropland biome,cultivated habitat,Soil,153.417,-28.833,barley soil sample BMC.7.5T.21.1
10178.Fsoil.T.5.4.STD,TRUE,10178,urban biome,research facility,soil,-117.26,32.84,ExtractionTest Plate3 Fsoil.T.5.4.STD C8
990.KA3U.C.06,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840715,Block_3_Unfertilized_station_C_position_6 KA3U.C.06
11116.I20A074.1195932,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I27A095
11116.A22C088.1195279,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L04A063
1521.EB035.s.6.1.sequences,FALSE,1521,shrubland biome,grassland soil,soil,36.53,-3.39,soil sample EB035
2105.CP637.r,TRUE,2105,urban biome,park,soil,-73.95593,40.79854,CP637 soil sample from Central Park
11116.L08A092.1195851,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I07A087
1521.SK1.s.6.1.sequences,FALSE,1521,forest biome,forest,soil,-104.7,53.9,soil sample SK1
10363.BLANK.CSU1.8G,FALSE,10363,urban biome,research facility,control blank,-117.257767,32.842674,BLANK.CSU1.8G
990.KA1F.E.22,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841518,Block_1_Fertilized_station_E_position_22 KA1F.E.22
10141.G.soil.T5.5.ReDay30,TRUE,10141,temperate grassland biome,agricultural soil,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
10143.004.5.15.2013.Soil.RHip.SiteB,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,004.5.15.2013.Soil.RHip.SiteB
14989.soil.face.UTK.K016.04.2016.10.12.day17,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.face.UTK.K016.04.2016.10.12.day17
755.SSFB.L3.D3.28.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
10143.004.5.15.2013.Soil.Groin.SiteE,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,004.5.15.2013.Soil.Groin.SiteE
10246.PP.N.I2,FALSE,10246,tundra biome,tundra,soil,-119.2971389,76.22822222,repeated tundra sample_no thermokarst PP.N.I2
14989.soil.ctrl.SHSU.2016.064.2016.09.12.day19,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.ctrl.SHSU.2016.064.2016.09.12.day19
15230.SorghumSgC53,FALSE,15230,cropland biome,farm,rhizosphere,-27.39629,-27.0454,soil sample SgC53
11116.I14A097.1196622,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I21A069
1792.A04B094,TRUE,1792,cropland biome,plant-associated habitat,soil,-76.70245,42.75396,A04B094 from site MS71
1642.MS00592,TRUE,1642,cropland biome,rice field,rhizosphere,138.937,35.117,rhizosphere Nipponbare MS00592
11432.Bacteria.Plate.D12.Specimen.20.,TRUE,11432,terrestrial,rhizosphere,bacteria isolate,-117.149,32.5228,PBS_Culture
714.soil1.T3U3,FALSE,714,ENVO:terrestrial biome,ENVO:soil,soil,-105.27,40.01,untreated_soil.soil.3
846.Fagna24102011Soil4C2,FALSE,846,cropland biome,agricultural soil,soil,11.342,43.985,Soil from maize field tilled by harrowing with a disk (minimum tillage)
12201.soil.bare.K.3.homebrew.H,TRUE,12201,urban biome,plant-associated habitat,soil,-117.25,32.5,A horizon soil collected from the south side of the path about 40 m west of the entrance to the Scripps Coastal Reserve Biodiversity Trail; no woody plants within 20 m
14871.NGS21.077,FALSE,14871,alpine tundra biome,proglacial,soil,13.06082552,47.78886403,Soil
1889.soil1.T5S2,TRUE,1889,urban biome,soil,soil,-105.27,40.01,sterile_soil.soil.5
1715.McG.NK2,TRUE,1715,cropland biome,coffee plantation,soil,-86.236204,13.26267,Nicaragua Soil NK2
10142.009.3.9.2013.Soil.RHip.SiteB,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,009.3.9.2013.Soil.RHip.SiteB
13114.myrold.59.s018,TRUE,13114,cropland biome,cropland,soil,-118.60881,42.26074,soil sample 8.Myrold59.soil.18.NRCS0426
11176.3x.091515.134.1,TRUE,11176,cropland biome,plant-associated habitat,rhizome,-96.48,41.22,rhizome 3x.091515.134.1
10143.016.4.21.2013.Soil.Groin.SiteE,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,016.4.21.2013.Soil.Groin.SiteE
1713.McG.L1N210,TRUE,1713,forest biome,forest soil,soil,114.017,4.1865,Malaysia Lambir Soil Sample Nyalau
10180.G4IV,FALSE,10180,cropland biome,agricultural soil,soil,-48.5156,-21.3333,G4IV Soil sample
10141.F.soil.T5.3.ReDay20,TRUE,10141,Temperate coniferous forest biome,agricultural soil,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
1030.TVF.Control.Loc5.D10.Rep3,TRUE,1030,forest biome,forest soil,soil,-145.8,64.33,Tanana Valley Forest Fire year 2010 Mineral layer Location05 Replicate05
353.Male2.D3.80.Fecal.Rep3,FALSE,353,urban biome,human-associated habitat,feces,-105.27,40.01,Male2 day 3 -80C Fecal Rep3
2104.CP120,FALSE,2104,urban biome,park,soil,-73.97659,40.77404,soil
10141.F.soil.T0.4,TRUE,10141,Temperate coniferous forest biome,agricultural soil,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
11116.I18A101.1194679,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A19A070
1036.P.Ac.7.1.s.4.1.sequences,TRUE,1036,tundra biome,permafrost,soil,-157.75,64.49,soil metagenome P_Ac_7_1
11116.L20A085.1196518,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L06A085
1530.NC.C.U4.D10.98,FALSE,1530,permafrost biome,forest soil,soil,-146.592,65.367,Nome Creek Control  U4 Depth 90-100cm
990.KA1U.E.08,TRUE,990,urban biome,field soil,Soil,-88.230357,41.84151,Block_1_Unfertilized_station_E_position_8 KA1U.E.08
11116.A19C061.1196635,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample I23A081
10246.BI.D.I1,FALSE,10246,tundra biome,tundra,soil,-119.5555556,73.21888889,tundra sample BI-d-I1
1517.CCH17A,FALSE,1517,ENVO:cropland biome,ENV:agricultural soil,soil,-93.201,45.401,Ramirez_CC_LTER_plot_H17_400_kg_N
11116.I18A092.1197548,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A07D085
11116.A15.A25b.1197276,FALSE,11116,cropland biome,field,bulk soil,-76.702,42.754,sample A08B097
1889.Soil.U.cntr.T7.2,TRUE,1889,urban biome,soil,soil,-105.27,40.01,untreated_soil.soil.7
755.SSFA.L3.D50.31.05.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
11116.L21A068.1196356,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L11A077
619.HI.20.43a.1,FALSE,619,tropical broadleaf forest biome,forest soil,soil,-155.289,19.93042,soil core
1618.AL.Exp.S14D0,FALSE,1618,temperate mixed forest biome,forest soil,soil,-79.1844,38.5098,Field Soil
11116.L30A099.1197692,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L30A098
11116.I08A085.1194290,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample A24C094
14937.S00IE0225,FALSE,14937,urban biome,farmland soil,soil,-90.68742,38.8494,soil sample A3 31/32 90
2382.HE003.C181.HA.2.558.root.4.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,roots,-72.53058,41.01025,Roots
14937.S00IE0209,FALSE,14937,urban biome,farmland soil,soil,-90.68742,38.8494,soil sample A3 15/16 60
11116.I31A087.1195274,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L13A063
11116.I10.5.1197009,FALSE,11116,cropland biome,field,bulk soil,-76.502,42.444,sample A09C118
1721.B3B,TRUE,1721,cropland biome,cultivated habitat,Soil,153.417,-28.833,barley soil sample B3B
755.SSFB.L3.2.D10.21.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
14627.ERVS.001.SA5,TRUE,14627,Mangrove biome,organic matter fall,Soil,-67.16851526,18.01114309,soil
10178.Dsoil.T.1.5.STD,TRUE,10178,urban biome,research facility,soil,-117.26,32.84,ExtractionTest Plate3 Dsoil.T.1.5.STD A7
11116.L02A081.1194235,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I17A075
10143.004.4.27.2013.Soil.LArmpit.SiteF,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,004.4.27.2013.Soil.LArmpit.SiteF
11116.U509A61.1195225,FALSE,11116,cropland biome,plant-associated habitat,soil,-88.207,40.111,sample L02A092
11116.A07B097.1195600,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample C32A61
10178.Dsoil.T.5.4.TXM,TRUE,10178,urban biome,research facility,soil,-117.26,32.84,ExtractionTest Plate4 Dsoil.T.5.4.TXM D7
2104.CP596,FALSE,2104,urban biome,park,soil,-73.9672,40.784,soil
14989.soil.ctrlCMU.17.01.2017.01.day18,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.ctrlCMU.17.01.2017.01.day18
11116.I20A118.1196558,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I16A081
1521.EB089.s.6.1.sequences,FALSE,1521,shrubland biome,grassland soil,soil,36.16,-6.87,soil sample EB089
1024.MU002.C3.HA.4.73.bulk.6.11.G1.L00,TRUE,1024,cropland biome,vineyard,soil,-75.45012,41.06272,Bulk_soil
10082.v16.st2.r4,TRUE,10082,cropland biome,vineyard,Soil,-122.48834,38.572293,"soil sample from vineyard alley, at vineyard 16 site 2"
1642.MS00571,TRUE,1642,cropland biome,rice field,rhizosphere,138.937,35.117,rhizosphere Nipponbare MS00571
755.SSFA.L2.D1.26.07.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.906,samples of sand from slow_sand filter water purification system
14989.soil.face.SHSU.2016.064.2016.09.03.day10,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.face.SHSU.2016.064.2016.09.03.day10
928.301,FALSE,928,grassland biome,grassland soil,soil,-85.4,42.4,soil sample 301
2104.CP676.r,FALSE,2104,urban biome,park,soil,-73.95279,40.79262,soil
2382.SH004.C1.RH.5.621.bulk.9.12.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,soil,-72.52841,41.01489,Bulk_soil
1702.AT2,TRUE,1702,montane shrubland biome,mountain,soil,128.2,42.783,soil from  2200m
11116.C22A62.1198057,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample I30A090
11116.A07B082.1195121,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample C31A63
14937.S00IE0276,FALSE,14937,urban biome,farmland soil,soil,-90.68742,38.8494,soil sample A3 123/124 120
11116.L06A086.1194590,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L.wk20.14
397.29,FALSE,397,ENVO:Tropical humid forests,ENVO:watershed,soil,-83.616667,8.71667,"Costa Rican soil, control, sampled 10_08, rep 2"
10156.2T1,TRUE,10156,freshwater biome,freshwater wetland,wetland soil,-76.8569278,42.9269583,wetland soil sample  2T1
11116.L20A082.1195818,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L06A082
11116.I28A077.1197018,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L12A120
10143.004.5.19.2013.Soil.LKnee.SiteD,TRUE,10143,urban biome,research facility,soil,-95.55,30.71308,004.5.19.2013.Soil.LKnee.SiteD
11116.I04A092.1195719,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L17A095
11116.I30A074.1193750,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample U525A62
14989.soil.ctrl.SHSU.2017.043.2017.12.06.day7,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.ctrl.SHSU.2017.043.2017.12.06.day7
619.HI.20.26a,FALSE,619,tropical broadleaf forest biome,forest soil,soil,-155.289,19.93042,soil core
11116.A20D070.1194712,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L02A120
10141.D.CTRL.soil.T6.4,TRUE,10141,temperate desert biome,desert sand,soil,-105.27,40.015,Mouse Decomposition experiment on contrasting soil types
1526.Stillton6R3,TRUE,1526,Large river biome,dam,soil,-110.7,37.501,GlenCanyon_sc5r3
1521.EB112.s.6.1.sequences,FALSE,1521,shrubland biome,grassland soil,soil,36.49,-6.07,soil sample EB112
1526.Stillton10R2,TRUE,1526,Large river biome,dam,soil,-110.699,37.502,GlenCanyon_sc9r2
1692.Soil.A54.Deep.2011,TRUE,1692,tundra biome,dry lake,soil,-156.766,71.296,Soil A54 Deep 2011soil metagenome
11116.L15A079.1196830,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L7.16
11116.A20B070.1194456,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample L02A097
11116.A24D070.1194123,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A06A070
10142.011.4.17.2013.Soil.Head.SiteA,TRUE,10142,urban biome,research facility,soil,-95.55,30.71308,011.4.17.2013.Soil.Head.SiteA
2105.CP98.r,TRUE,2105,urban biome,park,soil,-73.97243,40.77104,CP98 soil sample from Central Park
11116.L18A089.1193838,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I08A067
755.LSSF.GAMMA.D15.02.06.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-4.284,55.873,samples of sand from labscale_slow_sand filter with sterile sand: water purification system
14989.soil.face.UTK.K016.06.2016.10.25.day21,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.face.UTK.K016.06.2016.10.25.day21
1289.KH34,TRUE,1289,cropland biome,field,soil,-97.39,31.078,soil metagenomeC8R4-N-I-1-B-OCT0-10cm_soil
10246.BI.D.B5,FALSE,10246,tundra biome,tundra,soil,-119.54,73.221,tundra sample BI-d-B5
990.KA3F.A.07,TRUE,990,urban biome,field soil,Soil,-88.230357,41.840732,Block_3_Fertilized_station_A_position_7 KA3F.A.07
1721.S9T,TRUE,1721,cropland biome,cultivated habitat,Soil,153.417,-28.833,barley soil sample S9T
2382.SH008.C6.HA.3.111.r1.root.6.11.lane7.NoIndex.L007.sequences,TRUE,2382,cropland biome,vineyard,roots,-72.52833,41.0428,Roots
13114.rohwer.84.s001,TRUE,13114,tundra biome,glacier,soil,52.78333333,80.33333333,Glacial transect
990.KA1F.C.13,TRUE,990,urban biome,field soil,Soil,-88.230357,41.841514,Block_1_Fertilized_station_C_position_13 KA1F.C.13
353.Male2.D14.4.Fecal.Rep1,FALSE,353,urban biome,human-associated habitat,feces,-105.27,40.01,Male2 day 14 4C Fecal Rep1
10311.0BJULY,FALSE,10311,temperate biome,saline marsh,soil,6.1951,53.3018,soil sample replicate 0BJULY
10180.F8V,FALSE,10180,cropland biome,agricultural soil,soil,-48.0567,-21.7864,F8V Soil sample
2104.CP694,FALSE,2104,urban biome,park,soil,-73.95808,40.79592,soil
1521.MD3.s.6.1.sequences,FALSE,1521,desert biome,dry soil,soil,-115.65,34.9,soil sample MD3
11116.L03A094.1198388,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I10A072
11116.I05A104.1193720,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L18A073
14989.soil.ctrlCMU.17.01.2017.01.day4,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.ctrlCMU.17.01.2017.01.day4
14871.NGS19.123,FALSE,14871,alpine tundra biome,proglacial,soil,12.63414279,47.12779961,Soil metagenome
11116.L23A102.1193743,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample A29A073
14989.soil.hip.CMU.16.15.2016.12.day12,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.hip.CMU.16.15.2016.12.day12
2104.CP729.r,FALSE,2104,urban biome,park,soil,-73.95537,40.79066,soil
2378.mass.20kg.5.3,FALSE,2378,"Temperate grasslands, savannas, and shrubland biome",farm soil,soil,-96.682,40.81,mass.20kg.5.3
10246.ER.I8,FALSE,10246,tundra biome,tundra,soil,-103.548183,78.783433,tundra sample ER-I8
2104.CP604,FALSE,2104,urban biome,park,soil,-73.95615,40.79963333,soil
11116.A24D103.1195435,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.702,42.754,sample A06A100
2104.CP633.r,FALSE,2104,urban biome,park,soil,-73.95797,40.79908,soil
11116.I13A078.1197328,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample L22A087
2104.CP547.r,FALSE,2104,urban biome,park,soil,-73.96983,40.77325,soil
14989.soil.ctrl.UTK.K016.05.2016.10.07.day12,FALSE,14989,urban biome,research facility,soil,-83.939774,35.940959,11489.soil.ctrl.UTK.K016.05.2016.10.07.day12
10346.BCH11SED,FALSE,10346,marine benthic biome,sea floor,marine sediment,-80.0971,26.1494,Soil sample from sampling site
11176.3x.1.Metcalf.Soil.F7,TRUE,11176,cropland biome,research  facility,soil,-117.25,32.5,soil 3x.1.Metcalf.Soil.F7
1642.MS00019,TRUE,1642,cropland biome,alluvial paddy field soil,soil,138.937,35.117,Bulk soil Nipponbare MS00019
755.SSFB.L3.D10.24.08.11.lane1.NoIndex.L001,TRUE,755,urban biome,biofilter,filtration sand,-3.204,55.905,samples of sand from slow_sand filter water purification system
14989.soil.face.CMU.17.10.2017.08.11.day3,FALSE,14989,urban biome,research facility,soil,-108.55,39.08,11489.soil.face.CMU.17.10.2017.08.11.day3
14989.soil.face.CMU.16.03.2016.3.day10,FALSE,14989,dense settlement biome,research facility,soil,-108.55,39.08,11271.soil.face.CMU.16.03.2016.3.day10
11116.C01A65.1196546,FALSE,11116,cropland biome,plant-associated habitat,soil,-82.999,39.961,sample A13B076
1035.UQ865,TRUE,1035,polar desert biome,cold temperature habitat,rocky sand,164.109,-78.079,antarctic sand
11116.L02A105.1194883,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample I17A101
2105.CP711,TRUE,2105,urban biome,park,soil,-73.95872,40.79355,CP711 soil sample from Central Park
2105.CP633,TRUE,2105,urban biome,park,soil,-73.95797,40.79908,CP633 soil sample from Central Park
2104.CP227.r,FALSE,2104,urban biome,park,soil,-73.96774,40.77995,soil
11176.3x.3.Metcalf.Soil.H7,TRUE,11176,cropland biome,research  facility,soil,-117.25,32.5,soil 3x.3.Metcalf.Soil.H7
11116.I20A078.1195878,FALSE,11116,cropland biome,plant-associated habitat,soil,-76.502,42.444,sample I27A098
11116.L17A086.1196147,FALSE,11116,cropland biome,plant-associated habitat,soil,-84.555,42.733,sample L24A064
2104.CP33,FALSE,2104,urban biome,park,soil,-73.98047,40.76925,soil
1642.MS00355,TRUE,1642,cropland biome,rice field,rhizosphere,138.937,35.117,rhizosphere kasalath MS00355
14989.soil.hip.SHSU.2017.043.2017.12.01.day2,FALSE,14989,urban biome,research facility,soil,95.476,30.745,11489.soil.hip.SHSU.2017.043.2017.12.01.day2
